Total_Radiation(75-3000Hz),Location_Code_Name,Latitude,Longitude
0.798,14,38.04783198,23.54263583
0.824,14,38.04783198,23.54263583
0.213,14,38.04783198,23.54263583
3.387,14,38.04783198,23.54263583
1.049,14,38.04783198,23.54263583
0.488,14,38.04783198,23.54263583
0.388,14,38.04783198,23.54263583
0.277,14,38.04783198,23.54263583
1.197,14,38.04783198,23.54263583
0.235,14,38.04783198,23.54263583
7.012,14,38.04783198,23.54263583
0.461,14,38.04783198,23.54263583
1.129,15,38.07418557,23.81433433
0.545,15,38.07418557,23.81433433
0.617,15,38.07418557,23.81433433
0.529,15,38.07418557,23.81433433
0.353,16,39.19737513,20.18598895
0.408,16,39.19737513,20.18598895
0.348,16,39.19737513,20.18598895
0.342,16,39.19737513,20.18598895
0.341,16,39.19737513,20.18598895
0.421,17,39.62129663,19.92115635
0.372,17,39.62129663,19.92115635
0.369,17,39.62129663,19.92115635
0.429,17,39.62129663,19.92115635
4.542,18,37.12625873,22.31554734
2.602,18,37.12625873,22.31554734
0.505,18,37.12625873,22.31554734
1.983,18,37.12625873,22.31554734
0.667,18,37.12625873,22.31554734
0.266,18,37.12625873,22.31554734
0.205,18,37.12625873,22.31554734
0.351,18,37.12625873,22.31554734
1.953,19,38.24492008,20.50344869
2.181,19,38.24492008,20.50344869
1.113,19,38.24492008,20.50344869
1.232,19,38.24492008,20.50344869
0.493,19,38.24492008,20.50344869
0.871,19,38.24492008,20.50344869
0.91,20,38.05371223,23.78879123
0.981,20,38.05371223,23.78879123
0.474,20,38.05371223,23.78879123
1.189,20,38.05371223,23.78879123
0.525,20,38.05371223,23.78879123
0.358,21,39.84128013,19.40754896
0.53,21,39.84128013,19.40754896
0.339,21,39.84128013,19.40754896
0.341,21,39.84128013,19.40754896
1.285,22,37.67992324,21.43840053
1.18,22,37.67992324,21.43840053
0.977,22,37.67992324,21.43840053
0.999,22,37.67992324,21.43840053
0.778,22,37.67992324,21.43840053
0.925,22,37.67992324,21.43840053
0.905,22,37.67992324,21.43840053
0.749,22,37.67992324,21.43840053
0.557,22,37.67992324,21.43840053
1.022,23,36.32598878,22.98145268
1.114,23,36.32598878,22.98145268
0.255,23,36.32598878,22.98145268
0.83,23,36.32598878,22.98145268
0.605,23,36.32598878,22.98145268
0.366,23,36.32598878,22.98145268
0.491,23,36.32598878,22.98145268
0.491,23,36.32598878,22.98145268
0.803,23,36.32598878,22.98145268
0.511,24,38.30332146,21.94783601
0.616,24,38.30332146,21.94783601
0.564,24,38.30332146,21.94783601
0.698,24,38.30332146,21.94783601
0.42,24,38.30332146,21.94783601
0.514,24,38.30332146,21.94783601
0.276,25,39.15383681,21.18357908
0.22,25,39.15383681,21.18357908
0.608,25,39.15383681,21.18357908
0.592,25,39.15383681,21.18357908
0.229,25,39.15383681,21.18357908
0.332,25,39.15383681,21.18357908
1.111,26,36.28623999,23.01624547
2.315,26,36.28623999,23.01624547
0.918,26,36.28623999,23.01624547
1.15,26,36.28623999,23.01624547
0.267,26,36.28623999,23.01624547
0.311,26,36.28623999,23.01624547
0.267,26,36.28623999,23.01624547
0.336,26,36.28623999,23.01624547
0.26,26,36.28623999,23.01624547
0.259,26,36.28623999,23.01624547
0.243,26,36.28623999,23.01624547
1.028,26,36.28623999,23.01624547
0.382,26,36.28623999,23.01624547
0.413,26,36.28623999,23.01624547
1.084,27,37.7980207,21.3600389
1.036,27,37.7980207,21.3600389
0.605,27,37.7980207,21.3600389
0.9,27,37.7980207,21.3600389
0.21,27,37.7980207,21.3600389
0.219,27,37.7980207,21.3600389
0.215,27,37.7980207,21.3600389
0.212,27,37.7980207,21.3600389
0.224,27,37.7980207,21.3600389
0.217,27,37.7980207,21.3600389
0.252,27,37.7980207,21.3600389
0.218,27,37.7980207,21.3600389
3.891,28,38.97466746,24.48917086
1.578,28,38.97466746,24.48917086
1.683,28,38.97466746,24.48917086
1.061,28,38.97466746,24.48917086
0.705,28,38.97466746,24.48917086
0.826,28,38.97466746,24.48917086
0.745,28,38.97466746,24.48917086
1.502,28,38.97466746,24.48917086
1.572,28,38.97466746,24.48917086
0.713,28,38.97466746,24.48917086
0.263,29,39.69293631,20.82500755
0.328,29,39.69293631,20.82500755
0.256,29,39.69293631,20.82500755
0.219,29,39.69293631,20.82500755
0.299,29,39.69293631,20.82500755
1.033,29,39.69293631,20.82500755
0.253,29,39.69293631,20.82500755
0.317,29,39.69293631,20.82500755
2.514,29,39.69293631,20.82500755
0.245,30,39.36567335,21.92030762
0.221,30,39.36567335,21.92030762
0.218,30,39.36567335,21.92030762
0.232,31,39.55720303,21.76753002
0.23,31,39.55720303,21.76753002
0.219,31,39.55720303,21.76753002
0.224,31,39.55720303,21.76753002
0.224,31,39.55720303,21.76753002
12.769,32,38.02347086,24.00588367
5.011,32,38.02347086,24.00588367
2.961,32,38.02347086,24.00588367
0.312,32,38.02347086,24.00588367
0.241,32,38.02347086,24.00588367
1.412,33,38.41103883,24.03787367
2.514,33,38.41103883,24.03787367
5.014,33,38.41103883,24.03787367
1.839,33,38.41103883,24.03787367
1.401,33,38.41103883,24.03787367
1.054,33,38.41103883,24.03787367
0.967,33,38.41103883,24.03787367
5.04,33,38.41103883,24.03787367
1.453,33,38.41103883,24.03787367
0.482,33,38.41103883,24.03787367
3.103,33,38.41103883,24.03787367
0.424,34,39.89513656,22.18899527
0.812,34,39.89513656,22.18899527
0.458,34,39.89513656,22.18899527
0.447,34,39.89513656,22.18899527
0.783,34,39.89513656,22.18899527
0.327,34,39.89513656,22.18899527
0.219,34,39.89513656,22.18899527
0.203,34,39.89513656,22.18899527
0.193,34,39.89513656,22.18899527
0.19,34,39.89513656,22.18899527
0.232,34,39.89513656,22.18899527
0.622,35,36.43539421,28.21715321
0.456,35,36.43539421,28.21715321
0.743,35,36.43539421,28.21715321
0.748,35,36.43539421,28.21715321
0.45,35,36.43539421,28.21715321
0.438,35,36.43539421,28.21715321
0.325,35,36.43539421,28.21715321
0.234,35,36.43539421,28.21715321
0.568,35,36.43539421,28.21715321
3.224,35,36.43539421,28.21715321
5.17,36,37.75555109,26.97892352
15.269,36,37.75555109,26.97892352
14.823,36,37.75555109,26.97892352
13.717,36,37.75555109,26.97892352
9.455,36,37.75555109,26.97892352
11.608,36,37.75555109,26.97892352
12.245,36,37.75555109,26.97892352
5.591,36,37.75555109,26.97892352
3.476,36,37.75555109,26.97892352
1.227,37,36.72916473,24.44549831
2.212,37,36.72916473,24.44549831
2.979,37,36.72916473,24.44549831
1.889,37,36.72916473,24.44549831
0.991,37,36.72916473,24.44549831
1.433,37,36.72916473,24.44549831
0.614,37,36.72916473,24.44549831
1.67,38,35.34288349,25.17677004
0.288,38,35.34288349,25.17677004
0.253,38,35.34288349,25.17677004
0.236,38,35.34288349,25.17677004
0.356,38,35.34288349,25.17677004
0.239,38,35.34288349,25.17677004
0.209,38,35.34288349,25.17677004
4.104,38,35.34288349,25.17677004
1.565,38,35.34288349,25.17677004
0.621,38,35.34288349,25.17677004
5.038,38,35.34288349,25.17677004
1.062,38,35.34288349,25.17677004
1.603,38,35.34288349,25.17677004
4.058,38,35.34288349,25.17677004
0.311,38,35.34288349,25.17677004
2.413,38,35.34288349,25.17677004
1.996,38,35.34288349,25.17677004
2.573,38,35.34288349,25.17677004
2.887,38,35.34288349,25.17677004
0.582,38,35.34288349,25.17677004
0.315,38,35.34288349,25.17677004
0.241,38,35.34288349,25.17677004
0.2,38,35.34288349,25.17677004
0.352,38,35.34288349,25.17677004
0.226,38,35.34288349,25.17677004
